# key,input,result,count
cherry_log_to_cherry_stairs,cherry_log,cherry_stairs,4
cherry_log_to_cherry_slab,cherry_log,cherry_slab,8
cherry_log_to_cherry_fence,cherry_log,cherry_fence,4
cherry_log_to_cherry_fence_gate,cherry_log,cherry_fence_gate,4
cherry_log_to_cherry_door,cherry_log,cherry_door,4
cherry_log_to_cherry_trapdoor,cherry_log,cherry_trapdoor,4
cherry_log_to_cherry_pressure_plate,cherry_log,cherry_pressure_plate,4
cherry_log_to_cherry_button,cherry_log,cherry_button,4
cherry_log_to_cherry_sign,cherry_log,cherry_sign,4
cherry_wood_to_cherry_planks,cherry_wood,cherry_planks,4
cherry_wood_to_stick,cherry_wood,stick,8
cherry_wood_to_cherry_stairs,cherry_wood,cherry_stairs,4
cherry_wood_to_cherry_slab,cherry_wood,cherry_slab,8
cherry_wood_to_cherry_fence,cherry_wood,cherry_fence,4
cherry_wood_to_cherry_fence_gate,cherry_wood,cherry_fence_gate,4
cherry_wood_to_cherry_door,cherry_wood,cherry_door,4
cherry_wood_to_cherry_trapdoor,cherry_wood,cherry_trapdoor,4
cherry_wood_to_cherry_pressure_plate,cherry_wood,cherry_pressure_plate,4
cherry_wood_to_cherry_button,cherry_wood,cherry_button,4
cherry_wood_to_cherry_sign,cherry_wood,cherry_sign,4
stripped_cherry_log_to_cherry_planks,stripped_cherry_log,cherry_planks,4
stripped_cherry_log_to_stick,stripped_cherry_log,stick,8
stripped_cherry_log_to_cherry_stairs,stripped_cherry_log,cherry_stairs,4
stripped_cherry_log_to_cherry_slab,stripped_cherry_log,cherry_slab,8
stripped_cherry_log_to_cherry_fence,stripped_cherry_log,cherry_fence,4
stripped_cherry_log_to_cherry_fence_gate,stripped_cherry_log,cherry_fence_gate,4
stripped_cherry_log_to_cherry_door,stripped_cherry_log,cherry_door,4
stripped_cherry_log_to_cherry_trapdoor,stripped_cherry_log,cherry_trapdoor,4
stripped_cherry_log_to_cherry_pressure_plate,stripped_cherry_log,cherry_pressure_plate,4
stripped_cherry_log_to_cherry_button,stripped_cherry_log,cherry_button,4
stripped_cherry_log_to_cherry_sign,stripped_cherry_log,cherry_sign,4
stripped_cherry_wood_to_cherry_planks,stripped_cherry_wood,cherry_planks,4
stripped_cherry_wood_to_stick,stripped_cherry_wood,stick,8
stripped_cherry_wood_to_cherry_stairs,stripped_cherry_wood,cherry_stairs,4
stripped_cherry_wood_to_cherry_slab,stripped_cherry_wood,cherry_slab,8
stripped_cherry_wood_to_cherry_fence,stripped_cherry_wood,cherry_fence,4
stripped_cherry_wood_to_cherry_fence_gate,stripped_cherry_wood,cherry_fence_gate,4
stripped_cherry_wood_to_cherry_door,stripped_cherry_wood,cherry_door,4
stripped_cherry_wood_to_cherry_trapdoor,stripped_cherry_wood,cherry_trapdoor,4
stripped_cherry_wood_to_cherry_pressure_plate,stripped_cherry_wood,cherry_pressure_plate,4
stripped_cherry_wood_to_cherry_button,stripped_cherry_wood,cherry_button,4
stripped_cherry_wood_to_cherry_sign,stripped_cherry_wood,cherry_sign,4
pale_oak_planks_to_stick,pale_oak_planks,stick,2
pale_oak_planks_to_pale_oak_stairs,pale_oak_planks,pale_oak_stairs,1
pale_oak_planks_to_pale_oak_slab,pale_oak_planks,pale_oak_slab,2
pale_oak_planks_to_pale_oak_fence,pale_oak_planks,pale_oak_fence,1
pale_oak_planks_to_pale_oak_fence_gate,pale_oak_planks,pale_oak_fence_gate,1
pale_oak_planks_to_pale_oak_door,pale_oak_planks,pale_oak_door,1
pale_oak_planks_to_pale_oak_trapdoor,pale_oak_planks,pale_oak_trapdoor,1
pale_oak_planks_to_pale_oak_pressure_plate,pale_oak_planks,pale_oak_pressure_plate,1
pale_oak_planks_to_pale_oak_button,pale_oak_planks,pale_oak_button,1
pale_oak_planks_to_pale_oak_sign,pale_oak_planks,pale_oak_sign,1
pale_oak_log_to_pale_oak_planks,pale_oak_log,pale_oak_planks,4
pale_oak_log_to_stick,pale_oak_log,stick,8
pale_oak_log_to_pale_oak_stairs,pale_oak_log,pale_oak_stairs,4
pale_oak_log_to_pale_oak_slab,pale_oak_log,pale_oak_slab,8
pale_oak_log_to_pale_oak_fence,pale_oak_log,pale_oak_fence,4
pale_oak_log_to_pale_oak_fence_gate,pale_oak_log,pale_oak_fence_gate,4
pale_oak_log_to_pale_oak_door,pale_oak_log,pale_oak_door,4
pale_oak_log_to_pale_oak_trapdoor,pale_oak_log,pale_oak_trapdoor,4
pale_oak_log_to_pale_oak_pressure_plate,pale_oak_log,pale_oak_pressure_plate,4
pale_oak_log_to_pale_oak_button,pale_oak_log,pale_oak_button,4
pale_oak_log_to_pale_oak_sign,pale_oak_log,pale_oak_sign,4
pale_oak_wood_to_pale_oak_planks,pale_oak_wood,pale_oak_planks,4
pale_oak_wood_to_stick,pale_oak_wood,stick,8
pale_oak_wood_to_pale_oak_stairs,pale_oak_wood,pale_oak_stairs,4
pale_oak_wood_to_pale_oak_slab,pale_oak_wood,pale_oak_slab,8
pale_oak_wood_to_pale_oak_fence,pale_oak_wood,pale_oak_fence,4
pale_oak_wood_to_pale_oak_fence_gate,pale_oak_wood,pale_oak_fence_gate,4
pale_oak_wood_to_pale_oak_door,pale_oak_wood,pale_oak_door,4
pale_oak_wood_to_pale_oak_trapdoor,pale_oak_wood,pale_oak_trapdoor,4
pale_oak_wood_to_pale_oak_pressure_plate,pale_oak_wood,pale_oak_pressure_plate,4
pale_oak_wood_to_pale_oak_button,pale_oak_wood,pale_oak_button,4
pale_oak_wood_to_pale_oak_sign,pale_oak_wood,pale_oak_sign,4
stripped_pale_oak_log_to_pale_oak_planks,stripped_pale_oak_log,pale_oak_planks,4
stripped_pale_oak_log_to_stick,stripped_pale_oak_log,stick,8
stripped_pale_oak_log_to_pale_oak_stairs,stripped_pale_oak_log,pale_oak_stairs,4
stripped_pale_oak_log_to_pale_oak_slab,stripped_pale_oak_log,pale_oak_slab,8
stripped_pale_oak_log_to_pale_oak_fence,stripped_pale_oak_log,pale_oak_fence,4
stripped_pale_oak_log_to_pale_oak_fence_gate,stripped_pale_oak_log,pale_oak_fence_gate,4
stripped_pale_oak_log_to_pale_oak_door,stripped_pale_oak_log,pale_oak_door,4
stripped_pale_oak_log_to_pale_oak_trapdoor,stripped_pale_oak_log,pale_oak_trapdoor,4
stripped_pale_oak_log_to_pale_oak_pressure_plate,stripped_pale_oak_log,pale_oak_pressure_plate,4
stripped_pale_oak_log_to_pale_oak_button,stripped_pale_oak_log,pale_oak_button,4
stripped_pale_oak_log_to_pale_oak_sign,stripped_pale_oak_log,pale_oak_sign,4
stripped_pale_oak_wood_to_pale_oak_planks,stripped_pale_oak_wood,pale_oak_planks,4
stripped_pale_oak_wood_to_stick,stripped_pale_oak_wood,stick,8
stripped_pale_oak_wood_to_pale_oak_stairs,stripped_pale_oak_wood,pale_oak_stairs,4
stripped_pale_oak_wood_to_pale_oak_slab,stripped_pale_oak_wood,pale_oak_slab,8
stripped_pale_oak_wood_to_pale_oak_fence,stripped_pale_oak_wood,pale_oak_fence,4
stripped_pale_oak_wood_to_pale_oak_fence_gate,stripped_pale_oak_wood,pale_oak_fence_gate,4
stripped_pale_oak_wood_to_pale_oak_door,stripped_pale_oak_wood,pale_oak_door,4
stripped_pale_oak_wood_to_pale_oak_trapdoor,stripped_pale_oak_wood,pale_oak_trapdoor,4
stripped_pale_oak_wood_to_pale_oak_pressure_plate,stripped_pale_oak_wood,pale_oak_pressure_plate,4
stripped_pale_oak_wood_to_pale_oak_button,stripped_pale_oak_wood,pale_oak_button,4
stripped_pale_oak_wood_to_pale_oak_sign,stripped_pale_oak_wood,pale_oak_sign,4
crimson_planks_to_stick,crimson_planks,stick,2
crimson_planks_to_crimson_stairs,crimson_planks,crimson_stairs,1
crimson_planks_to_crimson_slab,crimson_planks,crimson_slab,2
crimson_planks_to_crimson_fence,crimson_planks,crimson_fence,1
crimson_planks_to_crimson_fence_gate,crimson_planks,crimson_fence_gate,1
crimson_planks_to_crimson_door,crimson_planks,crimson_door,1
crimson_planks_to_crimson_trapdoor,crimson_planks,crimson_trapdoor,1
crimson_planks_to_crimson_pressure_plate,crimson_planks,crimson_pressure_plate,1
crimson_planks_to_crimson_button,crimson_planks,crimson_button,1
crimson_planks_to_crimson_sign,crimson_planks,crimson_sign,1
crimson_stem_to_crimson_planks,crimson_stem,crimson_planks,4
crimson_stem_to_stick,crimson_stem,stick,8
crimson_stem_to_crimson_stairs,crimson_stem,crimson_stairs,4
crimson_stem_to_crimson_slab,crimson_stem,crimson_slab,8
crimson_stem_to_crimson_fence,crimson_stem,crimson_fence,4
crimson_stem_to_crimson_fence_gate,crimson_stem,crimson_fence_gate,4
crimson_stem_to_crimson_door,crimson_stem,crimson_door,4
crimson_stem_to_crimson_trapdoor,crimson_stem,crimson_trapdoor,4
crimson_stem_to_crimson_pressure_plate,crimson_stem,crimson_pressure_plate,4
crimson_stem_to_crimson_button,crimson_stem,crimson_button,4
crimson_stem_to_crimson_sign,crimson_stem,crimson_sign,4
crimson_hyphae_to_crimson_planks,crimson_hyphae,crimson_planks,4
crimson_hyphae_to_stick,crimson_hyphae,stick,8
crimson_hyphae_to_crimson_stairs,crimson_hyphae,crimson_stairs,4
crimson_hyphae_to_crimson_slab,crimson_hyphae,crimson_slab,8
crimson_hyphae_to_crimson_fence,crimson_hyphae,crimson_fence,4
crimson_hyphae_to_crimson_fence_gate,crimson_hyphae,crimson_fence_gate,4
crimson_hyphae_to_crimson_door,crimson_hyphae,crimson_door,4
crimson_hyphae_to_crimson_trapdoor,crimson_hyphae,crimson_trapdoor,4
crimson_hyphae_to_crimson_pressure_plate,crimson_hyphae,crimson_pressure_plate,4
crimson_hyphae_to_crimson_button,crimson_hyphae,crimson_button,4
crimson_hyphae_to_crimson_sign,crimson_hyphae,crimson_sign,4
stripped_crimson_stem_to_crimson_planks,stripped_crimson_stem,crimson_planks,4
stripped_crimson_stem_to_stick,stripped_crimson_stem,stick,8
stripped_crimson_stem_to_crimson_stairs,stripped_crimson_stem,crimson_stairs,4
stripped_crimson_stem_to_crimson_slab,stripped_crimson_stem,crimson_slab,8
stripped_crimson_stem_to_crimson_fence,stripped_crimson_stem,crimson_fence,4
stripped_crimson_stem_to_crimson_fence_gate,stripped_crimson_stem,crimson_fence_gate,4
stripped_crimson_stem_to_crimson_door,stripped_crimson_stem,crimson_door,4
stripped_crimson_stem_to_crimson_trapdoor,stripped_crimson_stem,crimson_trapdoor,4
stripped_crimson_stem_to_crimson_pressure_plate,stripped_crimson_stem,crimson_pressure_plate,4
stripped_crimson_stem_to_crimson_button,stripped_crimson_stem,crimson_button,4
stripped_crimson_stem_to_crimson_sign,stripped_crimson_stem,crimson_sign,4
stripped_crimson_hyphae_to_crimson_planks,stripped_crimson_hyphae,crimson_planks,4
stripped_crimson_hyphae_to_stick,stripped_crimson_hyphae,stick,8
stripped_crimson_hyphae_to_crimson_stairs,stripped_crimson_hyphae,crimson_stairs,4
stripped_crimson_hyphae_to_crimson_slab,stripped_crimson_hyphae,crimson_slab,8
stripped_crimson_hyphae_to_crimson_fence,stripped_crimson_hyphae,crimson_fence,4
stripped_crimson_hyphae_to_crimson_fence_gate,stripped_crimson_hyphae,crimson_fence_gate,4
stripped_crimson_hyphae_to_crimson_door,stripped_crimson_hyphae,crimson_door,4
stripped_crimson_hyphae_to_crimson_trapdoor,stripped_crimson_hyphae,crimson_trapdoor,4
stripped_crimson_hyphae_to_crimson_pressure_plate,stripped_crimson_hyphae,crimson_pressure_plate,4
stripped_crimson_hyphae_to_crimson_button,stripped_crimson_hyphae,crimson_button,4
stripped_crimson_hyphae_to_crimson_sign,stripped_crimson_hyphae,crimson_sign,4
warped_planks_to_stick,warped_planks,stick,2
warped_planks_to_warped_stairs,warped_planks,warped_stairs,1
warped_planks_to_warped_slab,warped_planks,warped_slab,2
warped_planks_to_warped_fence,warped_planks,warped_fence,1
warped_planks_to_warped_fence_gate,warped_planks,warped_fence_gate,1
warped_planks_to_warped_door,warped_planks,warped_door,1
warped_planks_to_warped_trapdoor,warped_planks,warped_trapdoor,1
warped_planks_to_warped_pressure_plate,warped_planks,warped_pressure_plate,1
warped_planks_to_warped_button,warped_planks,warped_button,1
warped_planks_to_warped_sign,warped_planks,warped_sign,1
warped_stem_to_warped_planks,warped_stem,warped_planks,4
warped_stem_to_stick,warped_stem,stick,8
warped_stem_to_warped_stairs,warped_stem,warped_stairs,4
warped_stem_to_warped_slab,warped_stem,warped_slab,8
warped_stem_to_warped_fence,warped_stem,warped_fence,4
warped_stem_to_warped_fence_gate,warped_stem,warped_fence_gate,4
warped_stem_to_warped_door,warped_stem,warped_door,4
warped_stem_to_warped_trapdoor,warped_stem,warped_trapdoor,4
warped_stem_to_warped_pressure_plate,warped_stem,warped_pressure_plate,4
warped_stem_to_warped_button,warped_stem,warped_button,4
warped_stem_to_warped_sign,warped_stem,warped_sign,4
warped_hyphae_to_warped_planks,warped_hyphae,warped_planks,4
warped_hyphae_to_stick,warped_hyphae,stick,8
warped_hyphae_to_warped_stairs,warped_hyphae,warped_stairs,4
warped_hyphae_to_warped_slab,warped_hyphae,warped_slab,8
warped_hyphae_to_warped_fence,warped_hyphae,warped_fence,4
warped_hyphae_to_warped_fence_gate,warped_hyphae,warped_fence_gate,4
warped_hyphae_to_warped_door,warped_hyphae,warped_door,4
warped_hyphae_to_warped_trapdoor,warped_hyphae,warped_trapdoor,4
warped_hyphae_to_warped_pressure_plate,warped_hyphae,warped_pressure_plate,4
warped_hyphae_to_warped_button,warped_hyphae,warped_button,4
warped_hyphae_to_warped_sign,warped_hyphae,warped_sign,4
stripped_warped_stem_to_warped_planks,stripped_warped_stem,warped_planks,4
stripped_warped_stem_to_stick,stripped_warped_stem,stick,8
stripped_warped_stem_to_warped_stairs,stripped_warped_stem,warped_stairs,4
stripped_warped_stem_to_warped_slab,stripped_warped_stem,warped_slab,8
stripped_warped_stem_to_warped_fence,stripped_warped_stem,warped_fence,4
stripped_warped_stem_to_warped_fence_gate,stripped_warped_stem,warped_fence_gate,4
stripped_warped_stem_to_warped_door,stripped_warped_stem,warped_door,4
stripped_warped_stem_to_warped_trapdoor,stripped_warped_stem,warped_trapdoor,4
stripped_warped_stem_to_warped_pressure_plate,stripped_warped_stem,warped_pressure_plate,4
stripped_warped_stem_to_warped_button,stripped_warped_stem,warped_button,4
stripped_warped_stem_to_warped_sign,stripped_warped_stem,warped_sign,4
stripped_warped_hyphae_to_warped_planks,stripped_warped_hyphae,warped_planks,4
stripped_warped_hyphae_to_stick,stripped_warped_hyphae,stick,8
stripped_warped_hyphae_to_warped_stairs,stripped_warped_hyphae,warped_stairs,4
stripped_warped_hyphae_to_warped_slab,stripped_warped_hyphae,warped_slab,8
stripped_warped_hyphae_to_warped_fence,stripped_warped_hyphae,warped_fence,4
stripped_warped_hyphae_to_warped_fence_gate,stripped_warped_hyphae,warped_fence_gate,4
stripped_warped_hyphae_to_warped_door,stripped_warped_hyphae,warped_door,4
stripped_warped_hyphae_to_warped_trapdoor,stripped_warped_hyphae,warped_trapdoor,4
stripped_warped_hyphae_to_warped_pressure_plate,stripped_warped_hyphae,warped_pressure_plate,4
stripped_warped_hyphae_to_warped_button,stripped_warped_hyphae,warped_button,4
stripped_warped_hyphae_to_warped_sign,stripped_warped_hyphae,warped_sign,4
bamboo_planks_to_stick,bamboo_planks,stick,2
bamboo_planks_to_bamboo_stairs,bamboo_planks,bamboo_stairs,1
bamboo_planks_to_bamboo_slab,bamboo_planks,bamboo_slab,2
bamboo_planks_to_bamboo_fence,bamboo_planks,bamboo_fence,1
bamboo_planks_to_bamboo_fence_gate,bamboo_planks,bamboo_fence_gate,1
bamboo_planks_to_bamboo_door,bamboo_planks,bamboo_door,1
bamboo_planks_to_bamboo_trapdoor,bamboo_planks,bamboo_trapdoor,1
bamboo_planks_to_bamboo_pressure_plate,bamboo_planks,bamboo_pressure_plate,1
bamboo_planks_to_bamboo_button,bamboo_planks,bamboo_button,1
bamboo_planks_to_bamboo_sign,bamboo_planks,bamboo_sign,1
bamboo_planks_to_bamboo_mosaic,bamboo_planks,bamboo_mosaic,1
bamboo_planks_to_bamboo_mosaic_stairs,bamboo_planks,bamboo_mosaic_stairs,1
bamboo_planks_to_bamboo_mosaic_slab,bamboo_planks,bamboo_mosaic_slab,2
bamboo_block_to_bamboo_planks,bamboo_block,bamboo_planks,4
bamboo_block_to_stick,bamboo_block,stick,8
bamboo_block_to_bamboo_stairs,bamboo_block,bamboo_stairs,4
bamboo_block_to_bamboo_slab,bamboo_block,bamboo_slab,8
bamboo_block_to_bamboo_fence,bamboo_block,bamboo_fence,4
bamboo_block_to_bamboo_fence_gate,bamboo_block,bamboo_fence_gate,4
bamboo_block_to_bamboo_door,bamboo_block,bamboo_door,4
bamboo_block_to_bamboo_trapdoor,bamboo_block,bamboo_trapdoor,4
bamboo_block_to_bamboo_pressure_plate,bamboo_block,bamboo_pressure_plate,4
bamboo_block_to_bamboo_button,bamboo_block,bamboo_button,4
bamboo_block_to_bamboo_sign,bamboo_block,bamboo_sign,4
bamboo_block_to_bamboo_mosaic,bamboo_block,bamboo_mosaic,4
bamboo_block_to_bamboo_mosaic_stairs,bamboo_block,bamboo_mosaic_stairs,4
bamboo_block_to_bamboo_mosaic_slab,bamboo_block,bamboo_mosaic_slab,8
stripped_bamboo_block_to_bamboo_planks,stripped_bamboo_block,bamboo_planks,4
stripped_bamboo_block_to_stick,stripped_bamboo_block,stick,8
stripped_bamboo_block_to_bamboo_stairs,stripped_bamboo_block,bamboo_stairs,4
stripped_bamboo_block_to_bamboo_slab,stripped_bamboo_block,bamboo_slab,8
stripped_bamboo_block_to_bamboo_fence,stripped_bamboo_block,bamboo_fence,4
stripped_bamboo_block_to_bamboo_fence_gate,stripped_bamboo_block,bamboo_fence_gate,4
stripped_bamboo_block_to_bamboo_door,stripped_bamboo_block,bamboo_door,4
stripped_bamboo_block_to_bamboo_trapdoor,stripped_bamboo_block,bamboo_trapdoor,4
stripped_bamboo_block_to_bamboo_pressure_plate,stripped_bamboo_block,bamboo_pressure_plate,4
stripped_bamboo_block_to_bamboo_button,stripped_bamboo_block,bamboo_button,4
stripped_bamboo_block_to_bamboo_sign,stripped_bamboo_block,bamboo_sign,4
stripped_bamboo_block_to_bamboo_mosaic,stripped_bamboo_block,bamboo_mosaic,4
stripped_bamboo_block_to_bamboo_mosaic_stairs,stripped_bamboo_block,bamboo_mosaic_stairs,4
stripped_bamboo_block_to_bamboo_mosaic_slab,stripped_bamboo_block,bamboo_mosaic_slab,8
deepslate_to_cobbled_deepslate,deepslate,cobbled_deepslate,1
deepslate_to_cobbled_deepslate_stairs,deepslate,cobbled_deepslate_stairs,1
deepslate_to_cobbled_deepslate_slab,deepslate,cobbled_deepslate_slab,1
deepslate_to_cobbled_deepslate_wall,deepslate,cobbled_deepslate_wall,1
deepslate_to_polished_deepslate,deepslate,polished_deepslate,1
deepslate_to_polished_deepslate_stairs,deepslate,polished_deepslate_stairs,1
deepslate_to_polished_deepslate_slab,deepslate,polished_deepslate_slab,1
deepslate_to_polished_deepslate_wall,deepslate,polished_deepslate_wall,1
deepslate_to_deepslate_bricks,deepslate,deepslate_bricks,1
deepslate_to_deepslate_brick_stairs,deepslate,deepslate_brick_stairs,1
deepslate_to_deepslate_brick_slab,deepslate,deepslate_brick_slab,1
deepslate_to_deepslate_brick_wall,deepslate,deepslate_brick_wall,1
deepslate_to_deepslate_tiles,deepslate,deepslate_tiles,1
deepslate_to_deepslate_tile_stairs,deepslate,deepslate_tile_stairs,1
deepslate_to_deepslate_tile_slab,deepslate,deepslate_tile_slab,1
deepslate_to_deepslate_tile_wall,deepslate,deepslate_tile_wall,1
stone_to_cobblestone,stone,cobblestone,1
stone_to_cobblestone_stairs,stone,cobblestone_stairs,1
stone_to_cobblestone_slab,stone,cobblestone_slab,1
stone_to_cobblestone_wall,stone,cobblestone_wall,1
stone_to_mossy_cobblestone,stone,mossy_cobblestone,1
stone_to_mossy_cobblestone_stairs,stone,mossy_cobblestone_stairs,1
stone_to_mossy_cobblestone_slab,stone,mossy_cobblestone_slab,1
stone_to_mossy_cobblestone_wall,stone,mossy_cobblestone_wall,1
